FECHA,KITENI,PS#1,PS#2,PS#3,PS#4,Num,Año,Mes,Día,Horas,Base Operativa Kiteni,PS-1,PS-2,PS-3,PS-4,Fecha,Kiteni
,,0.0,0.3,0.0,0.0,,2021.0,11.0,,,,,,,,2021-11-22,0.0
,,0.0,59.7,8.0,1.0,,2021.0,11.0,,,,,,,,2021-11-23,0.0
,,15.02,9.0,10.0,1.0,,2021.0,11.0,,,,,,,,2021-11-24,0.0
,,0.6,2.9,26.0,3.0,,2021.0,11.0,,,,,,,,2021-11-25,0.0
,,0.0,21.2,2.0,0.0,,2021.0,11.0,,,,,,,,2021-11-26,0.0
,,16.8,19.1,10.0,2.0,,2021.0,11.0,,,,,,,,2021-11-27,0.0
,,70.6,12.9,10.0,8.0,,2021.0,11.0,,,,,,,,2021-11-28,0.0
,,0.0,50.3,12.0,8.0,,2021.0,11.0,,,,,,,,2021-11-29,0.0
,,0.0,0.0,0.0,0.0,,2021.0,11.0,,,,,,,,2021-11-30,0.0
,,1.8,11.9,4.0,2.0,,2021.0,12.0,,,,,,,,2021-12-01,0.0
,,64.69999999999999,9.1,4.0,2.0,,2021.0,12.0,,,,,,,,2021-12-02,0.0
,,53.1,15.2,6.0,6.0,,2021.0,12.0,,,,,,,,2021-12-03,0.0
,,7.199999999999999,26.0,6.0,4.0,,2021.0,12.0,,,,,,,,2021-12-04,0.0
,,27.4,12.4,0.0,0.0,,2021.0,12.0,,,,,,,,2021-12-05,0.0
,,26.3,21.8,4.0,2.0,,2021.0,12.0,,,,,,,,2021-12-06,0.0
,,6.2,4.6,14.0,12.0,,2021.0,12.0,,,,,,,,2021-12-07,0.0
,,0.6,0.2,9.0,2.0,,2021.0,12.0,,,,,,,,2021-12-08,0.0
,,22.8,12.2,2.0,0.0,,2021.0,12.0,,,,,,,,2021-12-09,0.0
,,12.6,7.4,6.0,1.0,,2021.0,12.0,,,,,,,,2021-12-10,0.0
,,8.6,1.4,1.0,0.0,,2021.0,12.0,,,,,,,,2021-12-11,0.0
,,8.2,6.2,0.0,0.0,,2021.0,12.0,,,,,,,,2021-12-12,0.0
,,8.4,0.0,0.0,0.0,,2021.0,12.0,,,,,,,,2021-12-13,0.0
,,29.4,0.0,0.0,0.0,,2021.0,12.0,,,,,,,,2021-12-14,0.0
,,51.4,2.4,4.0,0.0,,2021.0,12.0,,,,,,,,2021-12-15,0.0
,,27.4,0.6,0.0,0.0,,2021.0,12.0,,,,,,,,2021-12-16,0.0
,,15.0,2.0,2.0,0.0,,2021.0,12.0,,,,,,,,2021-12-17,0.0
,,0.6,0.0,1.0,0.0,,2021.0,12.0,,,,,,,,2021-12-18,0.0
,,0.0,1.0,5.0,0.0,,2021.0,12.0,,,,,,,,2021-12-19,0.0
,,82.2,0.8,0.0,0.0,,2021.0,12.0,,,,,,,,2021-12-20,0.0
,,0.0,0.3,0.0,0.0,,2021.0,12.0,,,,,,,,2021-12-21,0.0
,,47.4,2.5,4.0,4.0,,2021.0,12.0,,,,,,,,2021-12-22,0.0
,,24.0,6.9,4.0,4.0,,2021.0,12.0,,,,,,,,2021-12-23,0.0
,,0.0,2.8,0.0,0.0,,2021.0,12.0,,,,,,,,2021-12-24,0.0
,,0.0,13.4,0.0,0.0,,2021.0,12.0,,,,,,,,2021-12-25,0.0
,,0.0,0.2,0.0,0.0,,2021.0,12.0,,,,,,,,2021-12-26,0.0
,,258.0,2.4,0.0,0.0,,2021.0,12.0,,,,,,,,2021-12-27,0.0
,,6.2,0.8,0.0,0.0,,2021.0,12.0,,,,,,,,2021-12-28,0.0
,,0.0,0.0,0.0,0.0,,2021.0,12.0,,,,,,,,2021-12-29,0.0
,,0.0,0.0,0.0,0.0,,2021.0,12.0,,,,,,,,2021-12-30,0.0
,,0.0,0.0,0.0,0.0,,2021.0,12.0,,,,,,,,2021-12-31,0.0
,,0.2,1.1,0.0,0.0,,2022.0,10.0,,,,,,,,2022-10-01,1.0
,,0.0,0.0,6.0,0.0,,2022.0,10.0,,,,,,,,2022-10-02,0.0
,,0.0,0.2,6.0,0.0,,2022.0,10.0,,,,,,,,2022-10-03,0.0
,,0.0,0.0,0.0,0.0,,2022.0,10.0,,,,,,,,2022-10-04,0.0
,,0.0,2.5,0.0,0.0,,2022.0,10.0,,,,,,,,2022-10-05,0.0
,,2.3,2.4,0.0,0.0,,2022.0,10.0,,,,,,,,2022-10-06,0.0
,,0.1,0.4,0.0,0.0,,2022.0,10.0,,,,,,,,2022-10-07,19.0
,,3.2,1.1,0.0,0.0,,2022.0,10.0,,,,,,,,2022-10-08,0.0
,,0.0,0.0,0.0,0.0,,2022.0,10.0,,,,,,,,2022-10-09,0.0
,,0.0,0.1,0.0,0.0,,2022.0,10.0,,,,,,,,2022-10-10,2.0
,,0.0,2.0,0.0,0.0,,2022.0,10.0,,,,,,,,2022-10-11,1.0
,,0.0,0.0,0.0,0.0,,2022.0,10.0,,,,,,,,2022-10-12,1.6
,,0.0,0.0,0.0,0.0,,2022.0,10.0,,,,,,,,2022-10-13,0.0
,,0.1,0.0,0.0,0.0,,2022.0,10.0,,,,,,,,2022-10-14,0.0
,,63.07,26.7,17.8,20.0,,2022.0,10.0,,,,,,,,2022-10-15,7.2
,,0.0,0.2,7.1,8.0,,2022.0,10.0,,,,,,,,2022-10-16,0.0
,,0.0,0.0,8.0,8.0,,2022.0,10.0,,,,,,,,2022-10-17,0.0
,,0.4,1.3,0.0,0.0,,2022.0,10.0,,,,,,,,2022-10-18,16.2
,,0.03,0.0,11.0,12.0,,2022.0,10.0,,,,,,,,2022-10-19,0.0
,,0.0,0.0,0.0,0.0,,2022.0,10.0,,,,,,,,2022-10-20,0.0
,,39.7,7.3,0.0,0.0,,2022.0,10.0,,,,,,,,2022-10-21,1.0
,,0.1,0.6000000000000001,4.0,4.0,,2022.0,10.0,,,,,,,,2022-10-22,2.0
,,15.0,1.0,0.0,0.0,,2022.0,10.0,,,,,,,,2022-10-23,0.0
,,18.1,7.0,24.0,10.0,,2022.0,10.0,,,,,,,,2022-10-24,0.0
,,57.6,4.0,0.0,0.0,,2022.0,10.0,,,,,,,,2022-10-25,8.0
,,0.0,18.0,0.0,0.0,,2022.0,10.0,,,,,,,,2022-10-26,1.0
,,0.4,2.0,0.0,0.0,,2022.0,10.0,,,,,,,,2022-10-27,1.0
,,35.6,4.0,0.0,0.0,,2022.0,10.0,,,,,,,,2022-10-28,2.2
,,0.0,0.0,0.0,0.0,,2022.0,10.0,,,,,,,,2022-10-29,0.0
,,2.3,4.0,0.0,0.0,,2022.0,10.0,,,,,,,,2022-10-30,0.0
,,0.5,2.0,0.0,0.0,,2022.0,10.0,,,,,,,,2022-10-31,2.0
,,0.2,4.0,4.0,0.0,,2022.0,11.0,,,,,,,,2022-11-01,0.0
,,0.5,15.0,13.0,2.0,,2022.0,11.0,,,,,,,,2022-11-02,7.0
,,0.0,0.0,0.0,0.0,,2022.0,11.0,,,,,,,,2022-11-03,1.0
,,0.0,0.0,0.0,0.0,,2022.0,11.0,,,,,,,,2022-11-04,0.2
,,0.0,0.0,0.0,0.0,,2022.0,11.0,,,,,,,,2022-11-05,0.0
,,0.0,0.0,4.0,4.0,,2022.0,11.0,,,,,,,,2022-11-06,0.0
,,0.0,0.0,0.0,0.0,,2022.0,11.0,,,,,,,,2022-11-07,0.0
,,0.0,0.0,1.5,1.0,,2022.0,11.0,,,,,,,,2022-11-08,0.0
,,0.0,0.0,0.0,0.0,,2022.0,11.0,,,,,,,,2022-11-09,0.0
,,0.0,2.0,0.0,0.0,,2022.0,11.0,,,,,,,,2022-11-10,0.0
,,0.0,4.0,0.0,0.0,,2022.0,11.0,,,,,,,,2022-11-11,0.0
,,0.1,0.0,0.0,0.0,,2022.0,11.0,,,,,,,,2022-11-12,0.0
,,0.4,0.0,0.0,0.0,,2022.0,11.0,,,,,,,,2022-11-13,0.0
,,0.0,0.0,0.0,0.0,,2022.0,11.0,,,,,,,,2022-11-14,2.0
,,0.0,27.0,5.0,0.0,,2022.0,11.0,,,,,,,,2022-11-15,0.0
,,4.0,4.5,12.0,0.0,,2022.0,11.0,,,,,,,,2022-11-16,1.0
,,0.0,0.0,0.0,0.0,,2022.0,11.0,,,,,,,,2022-11-17,0.0
,,0.0,0.0,3.5,0.0,,2022.0,11.0,,,,,,,,2022-11-18,0.0
,,0.0,0.0,0.0,0.0,,2022.0,11.0,,,,,,,,2022-11-19,0.0
,,0.0,0.0,0.0,0.0,,2022.0,11.0,,,,,,,,2022-11-20,0.0
,,0.1,0.0,0.0,0.0,,2022.0,11.0,,,,,,,,2022-11-21,0.0
,,25.0,8.5,0.0,0.0,,2022.0,11.0,,,,,,,,2022-11-22,12.0
,,13.0,7.0,0.0,0.0,,2022.0,11.0,,,,,,,,2022-11-23,23.4
,,0.0,0.0,27.0,4.0,,2022.0,11.0,,,,,,,,2022-11-24,0.0
,,0.9,1.4,0.0,0.0,,2022.0,11.0,,,,,,,,2022-11-25,0.0
,,0.0,7.1,10.0,1.0,,2022.0,11.0,,,,,,,,2022-11-26,44.4
,,0.0,6.8,1.0,0.0,,2022.0,11.0,,,,,,,,2022-11-27,21.0
,,0.0,4.1,21.0,5.0,,2022.0,11.0,,,,,,,,2022-11-28,0.0
,,0.0,0.0,0.0,0.0,,2022.0,11.0,,,,,,,,2022-11-29,0.0
,,0.0,0.0,0.0,0.0,,2022.0,11.0,,,,,,,,2022-11-30,0.0
,,0.0,0.0,0.0,0.0,,2022.0,12.0,,,,,,,,2022-12-01,0.0
,,0.0,0.0,0.0,0.0,,2022.0,12.0,,,,,,,,2022-12-01,0.0
,,0.0,14.5,0.0,0.0,,2022.0,12.0,,,,,,,,2022-12-02,0.0
,,12.5,25.0,0.0,0.0,,2022.0,12.0,,,,,,,,2022-12-03,4.0
,,14.6,0.0,0.0,0.0,,2022.0,12.0,,,,,,,,2022-12-04,0.0
,,0.0,0.0,0.0,0.0,,2022.0,12.0,,,,,,,,2022-12-05,0.0
,,0.0,0.0,1.0,2.0,,2022.0,12.0,,,,,,,,2022-12-06,0.0
,,4.0,22.4,1.0,2.0,,2022.0,12.0,,,,,,,,2022-12-07,28.6
,,0.0,2.8,0.0,0.0,,2022.0,12.0,,,,,,,,2022-12-08,0.0
,,0.8,0.0,0.0,0.0,,2022.0,12.0,,,,,,,,2022-12-09,0.0
,,16.3,14.9,8.8,0.0,,2022.0,12.0,,,,,,,,2022-12-10,15.2
,,0.0,31.0,0.0,0.0,,2022.0,12.0,,,,,,,,2022-12-11,0.0
,,37.6,20.2,0.0,0.0,,2022.0,12.0,,,,,,,,2022-12-12,7.6
,,18.6,10.7,10.0,0.0,,2022.0,12.0,,,,,,,,2022-12-13,10.2
,,0.0,0.6000000000000001,2.0,0.0,,2022.0,12.0,,,,,,,,2022-12-14,0.0
,,9.2,14.4,0.0,0.0,,2022.0,12.0,,,,,,,,2022-12-15,1.27
,,51.3,26.1,15.0,0.0,,2022.0,12.0,,,,,,,,2022-12-16,12.7
,,12.0,1.6,35.0,0.0,,2022.0,12.0,,,,,,,,2022-12-17,0.0
,,0.6,0.0,0.0,0.0,,2022.0,12.0,,,,,,,,2022-12-18,0.0
,,4.0,31.0,7.0,0.0,,2022.0,12.0,,,,,,,,2022-12-19,10.16
,,0.42,6.8,8.0,0.0,,2022.0,12.0,,,,,,,,2022-12-20,12.54
,,0.6,1.0,0.0,0.0,,2022.0,12.0,,,,,,,,2022-12-21,27.94
,,6.0,1.0,0.0,0.0,,2022.0,12.0,,,,,,,,2022-12-22,0.4
,,28.7,18.0,0.0,0.0,,2022.0,12.0,,,,,,,,2022-12-23,0.3
,,8.0,2.0,0.0,0.0,,2022.0,12.0,,,,,,,,2022-12-24,0.1
,,0.0,0.0,0.0,0.0,,2022.0,12.0,,,,,,,,2022-12-25,0.0
,,75.8,32.0,0.0,0.0,,2022.0,12.0,,,,,,,,2022-12-26,30.2
,,0.0,0.0,0.0,0.0,,2022.0,12.0,,,,,,,,2022-12-27,0.1
,,0.0,0.0,0.0,0.0,,2022.0,12.0,,,,,,,,2022-12-28,0.0
,,33.3,28.0,1.8,0.0,,2022.0,12.0,,,,,,,,2022-12-29,12.0
,,10.8,7.0,0.0,0.0,,2022.0,12.0,,,,,,,,2022-12-30,0.1
,,3.0,0.2,18.2,20.0,,2022.0,12.0,,,,,,,,2022-12-31,2.54
,,21.7,1.6,3.8,4.0,,2023.0,1.0,,,,,,,,2023-01-01,2.54
,,2.7,0.6000000000000001,1.0,1.0,,2023.0,1.0,,,,,,,,2023-01-02,1.0
,,0.0,0.6,1.6,2.0,,2023.0,1.0,,,,,,,,2023-01-03,7.62
,,0.9,18.6,3.4,3.0,,2023.0,1.0,,,,,,,,2023-01-04,10.16
,,6.3,17.8,25.4,24.0,,2023.0,1.0,,,,,,,,2023-01-05,35.56
,,63.0,25.4,17.799999999999997,18.5,,2023.0,1.0,,,,,,,,2023-01-06,10.16
,,0.0,0.2,0.76,1.0,,2023.0,1.0,,,,,,,,2023-01-07,0.0
,,0.0,0.0,0.0,0.0,,2023.0,1.0,,,,,,,,2023-01-08,0.0
,,2.3,14.0,0.17,4.3,,2023.0,1.0,,,,,,,,2023-01-09,17.78
,,0.0,23.5,0.0,0.0,,2023.0,1.0,,,,,,,,2023-01-10,2.0
,,2.1,0.0,0.0,0.0,,2023.0,1.0,,,,,,,,2023-01-11,0.0
,,0.0,0.0,0.0,0.0,,2023.0,1.0,,,,,,,,2023-01-12,0.0
,,2.0,9.0,0.0,0.0,,2023.0,1.0,,,,,,,,2023-01-13,33.02
,,0.4,12.0,0.0,0.0,,2023.0,1.0,,,,,,,,2023-01-14,0.0
,,6.8,4.4,15.2,12.0,,2023.0,1.0,,,,,,,,2023-01-15,5.08
,,26.4,6.0,12.0,10.0,,2023.0,1.0,,,,,,,,2023-01-16,1.0
,,4.4,0.0,0.0,0.0,,2023.0,1.0,,,,,,,,2023-01-17,0.0
,,90.9,2.1,5.0,3.0,,2023.0,1.0,,,,,,,,2023-01-18,20.32
,,35.800000000000004,23.8,24.9,23.0,,2023.0,1.0,,,,,,,,2023-01-19,17.78
,,0.1,3.3,0.0,0.0,,2023.0,1.0,,,,,,,,2023-01-20,7.62
,,4.2,13.7,10.2,8.0,,2023.0,1.0,,,,,,,,2023-01-21,0.0
,,0.4,8.3,6.4,5.0,,2023.0,1.0,,,,,,,,2023-01-22,2.54
,,25.4,10.0,0.0,0.0,,2023.0,1.0,,,,,,,,2023-01-23,3.0
,,0.0,2.5,0.0,0.0,,2023.0,1.0,,,,,,,,2023-01-24,1.0
,,5.4,16.5,5.59,6.0,,2023.0,1.0,,,,,,,,2023-01-25,25.0
,,2.2,3.3,1.02,2.0,,2023.0,1.0,,,,,,,,2023-01-26,0.0
,,24.7,24.0,7.37,8.0,,2023.0,1.0,,,,,,,,2023-01-27,27.94
,,5.1,1.1,0.0,0.0,,2023.0,1.0,,,,,,,,2023-01-28,0.0
,,15.5,0.0,6.6,6.0,,2023.0,1.0,,,,,,,,2023-01-29,0.0
,,26.0,17.6,6.02,8.0,,2023.0,1.0,,,,,,,,2023-01-30,24.0
,,35.1,6.4,3.5,4.0,,2023.0,1.0,,,,,,,,2023-01-31,0.0
,,1.0,24.5,19.5,21.0,,2023.0,2.0,,,,,,,,2023-02-01,22.86
,,2.0,15.5,24.1,26.0,,2023.0,2.0,,,,,,,,2023-02-02,17.78
,,25.2,15.8,31.0,30.0,,2023.0,2.0,,,,,,,,2023-02-03,18.0
,,15.8,4.5,6.6,6.0,,2023.0,2.0,,,,,,,,2023-02-04,7.62
,,34.0,36.0,9.4,10.0,,2023.0,2.0,,,,,,,,2023-02-05,0.0
,,0.8,17.0,1.1,1.9,,2023.0,2.0,,,,,,,,2023-02-06,2.0
,,2.4,7.0,15.3,18.3,,2023.0,2.0,,,,,,,,2023-02-07,2.2
,,0.0,10.0,1.7,3.8,,2023.0,2.0,,,,,,,,2023-02-08,3.1
,,14.2,30.0,1.27,3.0,,2023.0,2.0,,,,,,,,2023-02-09,2.0
,,7.0,0.0,1.78,3.8,,2023.0,2.0,,,,,,,,2023-02-10,0.0
,,6.0,13.0,10.92,12.0,,2023.0,2.0,,,,,,,,2023-02-11,0.2
,,17.8,1.0,4.6,6.1000000000000005,,2023.0,2.0,,,,,,,,2023-02-12,0.0
,,0.0,0.0,6.56,7.0,,2023.0,2.0,,,,,,,,2023-02-13,0.0
,,24.6,57.0,10.420000000000002,13.4,,2023.0,2.0,,,,,,,,2023-02-14,12.7
,,64.2,26.0,11.42,15.8,,2023.0,2.0,,,,,,,,2023-02-15,7.699999999999999
,,18.8,0.0,6.31,7.7,,2023.0,2.0,,,,,,,,2023-02-16,0.0
,,0.2,7.4,4.07,5.8,,2023.0,2.0,,,,,,,,2023-02-17,0.0
,,19.2,1.2,13.95,17.9,,2023.0,2.0,,,,,,,,2023-02-18,2.54
,,15.0,16.6,0.0,0.0,,2023.0,2.0,,,,,,,,2023-02-19,4.0
,,1.4,2.4,0.0,2.0,,2023.0,2.0,,,,,,,,2023-02-20,0.0
,,0.2,0.0,0.0,0.0,,2023.0,2.0,,,,,,,,2023-02-21,0.0
,,0.0,0.0,3.0,3.0,,2023.0,2.0,,,,,,,,2023-02-22,0.0
,,38.6,0.0,3.0,3.0,,2023.0,2.0,,,,,,,,2023-02-23,0.2
,,2.2,3.2,0.0,0.0,,2023.0,2.0,,,,,,,,2023-02-24,0.0
,,0.2,20.4,2.0,2.0,,2023.0,2.0,,,,,,,,2023-02-25,6.3
,,40.6,19.6,0.0,0.0,,2023.0,2.0,,,,,,,,2023-02-26,5.8
,,0.0,20.0,3.0,3.0,,2023.0,2.0,,,,,,,,2023-02-27,0.1
,,1.5,2.0,4.0,4.0,,2023.0,2.0,,,,,,,,2023-02-28,5.5
,,0.0,0.0,0.0,0.0,,2023.0,3.0,,,,,,,,2023-03-01,0.0
,,0.0,0.0,0.0,0.0,,2023.0,3.0,,,,,,,,2023-03-02,0.0
,,0.0,0.0,0.0,0.0,,2023.0,3.0,,,,,,,,2023-03-03,0.0
,,5.8,0.6,8.0,8.0,,2023.0,3.0,,,,,,,,2023-03-01,0.2
,,0.8,3.6,0.0,0.0,,2023.0,3.0,,,,,,,,2023-03-02,1.0
,,0.4,20.0,0.0,0.0,,2023.0,3.0,,,,,,,,2023-03-03,5.08
,,23.7,6.4,0.0,0.0,,2023.0,3.0,,,,,,,,2023-03-04,0.0
,,0.0,37.4,8.6,10.0,,2023.0,3.0,,,,,,,,2023-03-05,2.54
,,17.8,16.5,4.3,5.0,,2023.0,3.0,,,,,,,,2023-03-06,22.86
,,0.2,0.0,0.0,0.0,,2023.0,3.0,,,,,,,,2023-03-07,0.0
,,0.0,2.2,0.0,0.0,,2023.0,3.0,,,,,,,,2023-03-08,0.0
,,5.4,3.0,0.0,0.0,,2023.0,3.0,,,,,,,,2023-03-09,0.0
,,29.200000000000003,13.8,2.54,3.5,,2023.0,3.0,,,,,,,,2023-03-10,27.94
,,55.3,4.0,21.3,25.0,,2023.0,3.0,,,,,,,,2023-03-11,0.0
,,4.3,8.8,9.4,11.0,,2023.0,3.0,,,,,,,,2023-03-12,7.62
,,56.1,12.2,16.5,18.0,,2023.0,3.0,,,,,,,,2023-03-13,2.54
,,2.8,0.2,2.79,5.0,,2023.0,3.0,,,,,,,,2023-03-14,0.0
,,0.4,25.2,8.13,11.0,,2023.0,3.0,,,,,,,,2023-03-15,12.7
,,4.7,16.4,0.0,0.0,,2023.0,3.0,,,,,,,,2023-03-16,10.16
,,9.3,32.2,5.58,6.0,,2023.0,3.0,,,,,,,,2023-03-17,7.62
,,3.0,13.2,6.6,8.0,,2023.0,3.0,,,,,,,,2023-03-18,0.0
,,3.1,1.8,5.8,7.0,,2023.0,3.0,,,,,,,,2023-03-19,0.0
,,1.3,29.0,2.79,6.0,,2023.0,3.0,,,,,,,,2023-03-20,7.62
,,0.2,18.6,10.2,12.0,,2023.0,3.0,,,,,,,,2023-03-21,12.0
,,0.1,12.4,0.0,0.0,,2023.0,3.0,,,,,,,,2023-03-22,4.0
,,20.5,11.5,0.0,0.0,,2023.0,3.0,,,,,,,,2023-03-23,5.0
,,29.4,10.5,24.8,26.0,,2023.0,3.0,,,,,,,,2023-03-24,2.4
,,14.6,3.2,34.0,36.2,,2023.0,3.0,,,,,,,,2023-03-25,0.3
,,0.1,0.6000000000000001,20.8,24.0,,2023.0,3.0,,,,,,,,2023-03-26,0.0
,,0.4,22.0,10.7,10.0,,2023.0,3.0,,,,,,,,2023-03-27,0.0
,,25.5,11.2,0.0,0.0,,2023.0,3.0,,,,,,,,2023-03-28,0.0
,,12.1,55.6,1.8,2.0,,2023.0,3.0,,,,,,,,2023-03-29,0.2
,,0.3,17.2,6.4,8.0,,2023.0,3.0,,,,,,,,2023-03-30,2.0
,,50.3,17.8,0.0,0.0,,2023.0,3.0,,,,,,,,2023-03-31,1.5
,,0.0,0.6000000000000001,0.0,0.0,,2023.0,4.0,,,,,,,,2023-04-01,1.7
,,0.0,2.0,0.0,0.0,,2023.0,4.0,,,,,,,,2023-04-02,0.0
,,0.0,0.2,2.5,0.8,,2023.0,4.0,,,,,,,,2023-04-03,2.3
,,72.3,17.2,0.0,0.0,,2023.0,4.0,,,,,,,,2023-04-04,2.0
,,92.6,32.0,9.1,12.2,,2023.0,4.0,,,,,,,,2023-04-05,3.1
,,3.3000000000000003,0.0,0.0,0.0,,2023.0,4.0,,,,,,,,2023-04-06,0.0
,,139.1,12.4,25.0,25.0,,2023.0,4.0,,,,,,,,2023-04-07,4.2
,,7.0,1.4,7.0,5.0,,2023.0,4.0,,,,,,,,2023-04-08,0.1
,,2.1,2.0,0.0,0.0,,2023.0,4.0,,,,,,,,2023-04-09,0.0
,,0.0,1.4,0.0,0.0,,2023.0,4.0,,,,,,,,2023-04-10,0.1
,,0.0,1.0,0.0,0.0,,2023.0,4.0,,,,,,,,2023-04-11,0.0
,,0.0,30.4,0.76,1.0,,2023.0,4.0,,,,,,,,2023-04-12,25.4
,,3.2,8.1,0.0,0.0,,2023.0,4.0,,,,,,,,2023-04-13,11.16
,,0.0,2.1,5.6,6.0,,2023.0,4.0,,,,,,,,2023-04-14,1.0
,,0.0,0.0,0.0,0.0,,2023.0,4.0,,,,,,,,2023-04-15,0.0
,,1.0,0.0,7.6,6.0,,2023.0,4.0,,,,,,,,2023-04-16,0.0
,,4.0,0.0,1.3,2.0,,2023.0,4.0,,,,,,,,2023-04-17,0.0
,,9.8,4.6,28.0,24.0,,2023.0,4.0,,,,,,,,2023-04-18,0.0
,,4.2,0.0,0.0,0.0,,2023.0,4.0,,,,,,,,2023-04-19,0.0
,,6.199999999999999,5.4,0.0,0.0,,2023.0,4.0,,,,,,,,2023-04-20,0.0
,,51.1,14.6,33.8,38.8,,2023.0,4.0,,,,,,,,2023-04-21,1.0
,,0.0,3.0,0.0,0.0,,2023.0,4.0,,,,,,,,2023-04-22,0.0
,,0.0,0.0,0.0,0.0,,2023.0,4.0,,,,,,,,2023-04-23,1.0
,,0.0,0.0,2.0,3.0,,2023.0,4.0,,,,,,,,2023-04-24,0.0
,,0.0,0.0,0.0,0.0,,2023.0,4.0,,,,,,,,2023-04-25,0.0
,,0.0,0.0,0.0,0.0,,2023.0,4.0,,,,,,,,2023-04-26,0.0
,,11.2,0.0,0.0,0.0,,2023.0,4.0,,,,,,,,2023-04-27,0.0
,,29.0,1.9,0.0,0.0,,2023.0,4.0,,,,,,,,2023-04-28,0.0
,,6.7,1.0,0.0,0.0,,2023.0,4.0,,,,,,,,2023-04-29,0.0
,,1.1,0.0,0.0,0.0,,2023.0,4.0,,,,,,,,2023-04-30,0.0
,,0.0,0.0,0.0,0.0,,2023.0,5.0,,,,,,,,2023-05-01,0.0
,,35.1,0.0,0.0,0.0,,2023.0,5.0,,,,,,,,2023-05-01,0.0
,,18.1,0.0,0.0,0.0,,2023.0,5.0,,,,,,,,2023-05-02,0.0
,,40.4,0.3,3.56,0.11,,2023.0,5.0,,,,,,,,2023-05-03,1.0
,,60.4,10.5,0.0,0.0,,2023.0,5.0,,,,,,,,2023-05-04,5.08
,,16.5,43.9,0.0,0.0,,2023.0,5.0,,,,,,,,2023-05-05,10.16
,,19.3,0.7,6.61,0.65,,2023.0,5.0,,,,,,,,2023-05-06,1.2
,,25.0,10.6,4.06,0.8,,2023.0,5.0,,,,,,,,2023-05-07,3.6
,,54.0,26.0,5.94,5.94,,2023.0,5.0,,,,,,,,2023-05-08,5.5
,,3.1,14.3,4.6,3.5,,2023.0,5.0,,,,,,,,2023-05-09,4.0
,,12.4,0.0,22.86,0.0,,2023.0,5.0,,,,,,,,2023-05-10,0.0
,,0.0,0.0,0.0,0.0,,2023.0,5.0,,,,,,,,2023-05-11,0.0
,,0.0,3.0,3.48,0.12,,2023.0,5.0,,,,,,,,2023-05-12,0.0
,,0.0,0.0,0.0,0.0,,2023.0,5.0,,,,,,,,2023-05-13,0.0
,,0.0,0.0,0.0,0.2,,2023.0,5.0,,,,,,,,2023-05-14,0.0
,,0.0,0.0,0.0,0.2,,2023.0,5.0,,,,,,,,2023-05-15,0.0
,,0.0,0.0,0.0,0.0,,2023.0,5.0,,,,,,,,2023-05-16,0.0
,,1.0,0.2,0.0,0.0,,2023.0,5.0,,,,,,,,2023-05-17,0.0
,,6.2,0.0,0.0,0.0,,2023.0,5.0,,,,,,,,2023-05-18,0.0
,,0.0,12.4,0.0,0.0,,2023.0,5.0,,,,,,,,2023-05-19,0.0
,,43.0,6.2,0.0,0.0,,2023.0,5.0,,,,,,,,2023-05-20,0.0
,,5.5,0.0,0.0,0.0,,2023.0,5.0,,,,,,,,2023-05-21,0.0
,,23.5,0.4,0.0,0.0,,2023.0,5.0,,,,,,,,2023-05-22,0.0
,,74.2,12.0,0.0,0.0,,2023.0,5.0,,,,,,,,2023-05-23,0.4
,,0.2,8.4,0.0,0.0,,2023.0,5.0,,,,,,,,2023-05-24,0.6
,,0.0,0.0,0.0,0.0,,2023.0,5.0,,,,,,,,2023-05-25,0.2
,,0.0,8.0,0.0,0.0,,2023.0,5.0,,,,,,,,2023-05-26,45.0
,,2.0,12.4,0.0,0.0,,2023.0,5.0,,,,,,,,2023-05-27,34.0
,,17.1,23.0,0.0,0.0,,2023.0,5.0,,,,,,,,2023-05-28,2.0
,,2.0,7.8,0.0,0.0,,2023.0,5.0,,,,,,,,2023-05-29,0.0
,,0.0,1.4,0.0,0.0,,2023.0,5.0,,,,,,,,2023-05-30,2.1
,,0.0,0.4,0.0,0.0,,2023.0,5.0,,,,,,,,2023-05-31,3.0
,,0.0,0.2,0.0,0.0,,2023.0,6.0,,,,,,,,2023-06-01,0.0
,,0.0,1.1,0.0,0.0,,2023.0,6.0,,,,,,,,2023-06-02,0.0
,,0.0,0.0,0.0,0.0,,2023.0,6.0,,,,,,,,2023-06-03,0.0
,,0.0,0.0,0.0,0.0,,2023.0,6.0,,,,,,,,2023-06-04,0.0
,,0.0,0.0,0.0,0.0,,2023.0,6.0,,,,,,,,2023-06-05,0.0
,,0.0,0.0,0.0,0.0,,2023.0,6.0,,,,,,,,2023-06-06,0.0
,,0.0,0.0,0.0,0.0,,2023.0,6.0,,,,,,,,2023-06-07,0.0
,,0.0,0.0,0.0,0.0,,2023.0,6.0,,,,,,,,2023-06-08,0.0
,,0.0,0.0,0.0,0.0,,2023.0,6.0,,,,,,,,2023-06-09,0.0
,,2.1,0.0,0.0,0.0,,2023.0,6.0,,,,,,,,2023-06-10,0.0
,,2.6,15.3,0.0,0.0,,2023.0,6.0,,,,,,,,2023-06-11,0.0
,,12.35,0.0,0.0,0.0,,2023.0,6.0,,,,,,,,2023-06-12,0.0
